id_produccion,id_parcela,id_cultivo,id_zona,fecha_operacion,cantidad_jornales,hectareas,costo_insumo,descuento_pct,canal,metodo_pago,calificacion,rendimiento_kg,observacion
278,78,5,5,2026-05-09, 8 ,,1301.39,0,Telefono,Yape,3,1195.77,Cliente frecuente
279,49,2,6,2026-06-22,6,11.81,722.17,12,WhatsApp,Efectivo,2,4129.32,OK
280,5,1,2,2026-04-02,5,,"904,42",0,WhatsApp,Efectivo,4,1423.66,Revisar
281,56,1,2,2026-02-27,5,11.67,904.42,0,WhatsApp,Tarjeta,2,3985.28,Cliente frecuente
282,68,4,1,2026-06-26,7,3.13,1637.63,5,Web,Efectivo,4,1124.95,
283,18,9,7,2026-06-22,6,9.9,664.25,0,Presencial,  Plin ,3,"3183,86",Revisar
284,32,9,1,2026-04-16,6,10.0,664.25,0,Presencial,Efectivo,5,3629.18,Promocion
285,16,5,2,2026-04-07,4,9.42,1301.39,0,WhatsApp,Transferencia,5,S/ 3159.88,Cliente frecuente
286,29,9,6,2026-05-05,3,3.17,664.25,15,WhatsApp,Efectivo,5,1133.12,
287,79,1,3,2026/02/17,2,2.54,904.42,8 aprox,Presencial,Plin,2,941.87,Cliente frecuente
288,60,6,2,2026-04-28,6,6.43,918.69,10,Presencial,Plin,4,2494.18,OK
289,39,1,7,2026-05-07,4,9.34,904.42,0,Telefono,Transferencia,3,2612.63,PrOmOcIoN
290,62,1,2,,8,7.56, 904.42 ,0,App,Efectivo,3,2647.05,Revisar
291,81,2,6,2026-01-09,4,"4,95",722.17,0,App,Efectivo,3,1603.81 aprox,
292,44,2,1,2026-03-08,4,20.1,,20,Presencial,Efectivo,5,6516.58,cliente frecuente
293,31,4,3,2026-04-21,1,5.1,1637.63,8,App,Transferencia,1,1848.65,OK
294,9,7,7,,6,1.94,1011.39 aprox,12,App,Tarjeta,4,753.33,Revisar
295,38,8,6,2026-01-01,8,5.02,573.46,20,Web,Transferencia,2,2014.14,
296,34,8,2,2026-01-22,5,7.19,573.46,0,WhatsApp,Transferencia,2,2528.26,  Revisar 
297,51,9,2,05/02/2026,6,9.61,664.25,10,WhatsApp,Tarjeta,1,3249.19,Promocion
298,52,6,6,08-01-2026,6,2.46,918.69, 0 ,,Tarjeta,5,1255.14,
299,26,7,2,2026-02-04,2,3.63,1011.39,5,WhatsApp,Tarjeta,4,1329.44,Revisar
300,37,2,2,2026-03-18,1,10.06,,8,APP,Plin,1,3105.35,Revisar
301,67,2,5,2026-03-15,5,11.99,722.17,5,Telefono,  Plin ,4,3836.03,OK
302,40,2,1,2026-01-17,7,10.91,,0,ApP,Tarjeta,3,3598.03,OK
303,73,8,7,2026-01-16,2,7.84,573.46,15,App,YAPE,2,2321.08,Cliente frecuente
304,53,7,5,2026-02-03,7,1.49,1011.39,,WhatsApp,Yape,1,1104.65,Promocion
305,78,4,6,2026-04-28,7,0.87,1637.63,8,Presencial,Efectivo,3, 1081.64 ,Revisar
306,8,5,4,2026-01-19,5,2.24,1301.39,12,  WhatsApp ,Plin,5,881.08,  Promocion 
307,41,9,5,2026-06-08,7,10.75,664.25,0,App,Yape,4,3770.78,Revisar
308,14,2,2,2026-05-21,7,8.48 aprox,722.17,8,App,Transferencia,5,2972.27,
309,8,4,1,2026-05-22,8 aprox,10.14,,5 aprox,WhatsApp,,4 aprox,3659.97,Promocion
310,39,9,5,2026-03-18,4,5.02,664.25, 12 ,Telefono,Efectivo,2,1937.39,Revisar
311,10,8,2,2026-02-25,1,3.62 aprox,573.46,5,Telefono,Plin,3,1072.37,
312,2,1,6,23-02-2026,7,5.01,904.42 aprox,12,App,Plin,1,1809.48,Promocion
313,73,2,1,2026-06-09, 8 ,6.45,722.17,0,WhatsApp,Plin,,2211.01,OK
314,56,7,4,2026-06-27,7,3.78,1011.39,8,App,Yape,,1808.93,OK
315,45,9,7,2026-02-18,7,8.74,664.25,8,Presencial,Plin,4,3038.63,Cliente frecuente
316,27,1,7,2026-05-17,7,0.69,904.42,10,Web,Tarjeta,2,757.63,Cliente frecuente
317,53,2,6,2026-01-26,7,6.62,722.17,0,Presencial,Plin,4,2145.73,Cliente frecuente
318,18,6,2,2026-05-20,7,7.0,S/ 918.69,20,Presencial,Efectivo,3,2768.34,Cliente frecuente
319,22,3,4,2026-03-19,6,5.98,676.84,5,Telefono,Transferencia,3,2169.15,Cliente frecuente
320,70,2,5,2026-05-26,1,10.34,722.17 aprox,5,,TRANSFERENCIA,4,3210.34,  OK 
321,33,8,2,2026-06-03,3,6.57,573.46,8,PRESENCIAL,Plin,4,2208.8,ok
322,68,8,1,2026-04-25,7,7.98,573.46,0,App,Efectivo,1,2691.38,OK
323,26,3,7,2026-02-13,3,2.34,676.84,0,Presencial,Yape,4,1006.77,Revisar
324,16,4,5,2026-01-16,2,"1,31",1637.63,8,Telefono,Transferencia,5,799.36,
325,60,6,5,2026-03-27,6 aprox,2.06,918.69,,ApP,  Plin ,5,709.36,
326,12,8,4,2026-05-16,6,1.86,573.46,0,Web,Tarjeta,2,"1008,96",Cliente frecuente
327,40,1,5,2026-04-11,5,,904.42,12,Web,  Yape ,2,3253.09,
328,23,6,4,,6,1.71,918.69,15,Telefono,Plin,2,599.58,Cliente frecuente
329,8,8,1,2026-01-26,4,9.44,573.46,5,WeB,Yape,3,3287.89,OK
330,63,2,4,2026-01-25,2,10.12,722.17,20 aprox,App,Efectivo,4,3310.12,
331,79,5,6,2026-05-07,5,11.39,1301.39,,Telefono,TrAnSfErEnCiA,4,3709.02,Promocion
332,43,8,2,2026-02-13,7,1.6,573.46,20,WhatsApp,plin,4,531.32,
333,82,6,6,2026-06-12,7,6.19,918.69,10,telefono,Yape,2,2295.56,
334,32,5,6,18/03/2026,7,1.55,1301.39,8,Telefono,Transferencia,2,776.21,Cliente frecuente
335,45,4,2,2026-03-11,4,3.36,1637.63,0,Presencial,Transferencia,2,1489.47,Revisar
336,71,8,3,2026/03/01,6 aprox,2.01,573.46,15,presencial,PlIn,1,S/ 588.34,Revisar
337,37,4,1,2026-01-23,2 aprox,3.67, 1637.63 ,20,App,Tarjeta,4,1440.33,Promocion
338,14,5,6,2026-03-05,8,11.23,1301.39,0,WhatsApp,Tarjeta,3,3810.94,Cliente frecuente
339,24,7,6,2026-06-27,1,2.05,1011.39,15,Web,Transferencia,5,923.53,
340,61,9,6,2026-04-21,4,5.48,664.25,0,,Efectivo,4,1987.25,Promocion
341,84,5,4,2026-01-12,1,7.54,1301.39,15,Web,Efectivo,5,2730.1,Cliente frecuente
342,30,4,4,2026-03-06, 6 ,6.25,1637.63,0,APP,Efectivo,3,2331.97,Cliente frecuente
343,51,7,2,2026-05-28,7,4.71,1011.39 aprox,10,Telefono,Yape,4,1650.35,
344,1,9,6,2026-06-14,1,9.51,664.25,5,App,Yape,1,3222.62,OK
345,19,1,3,2026-06-09,8,7.34,904.42,10,App,Yape,4,2521.61,
346,56,5,2,15-03-2026,4, 0.6 ,S/ 1301.39,0,Presencial,Plin,5,430.52,OK
347,85,9,6,2026-05-14,6,7.4,664.25,10,WhatsApp,  Efectivo ,4,2556.61,OK
348,47,7,2,2026-06-02,7,5.7,S/ 1011.39,12,App,Plin,3,1981.2,Revisar
349,62,5,6,2026-05-13,2,7.19,1301.39,0,WhatsApp,Efectivo,1,2518.31,Revisar
350,15,9,6, 2026-05-14 ,6,9.89,664.25,5,Telefono,Tarjeta,5,3255.57,OK
351,20,6,5,2026-04-05,8,1.01,918.69,10,WhatsApp,Tarjeta,4,545.91,Promocion
352,37,6,6,2026-03-20,7,6.27,918.69,5,Web,Yape,3,2247.35,Promocion
353,33,5,4,2026-05-17,2,9.46,1301.39,5,Telefono,Transferencia,2,3085.28,OK
354,43,7,2,2026-03-26,1,8.18,1011.39,0,WhatsApp,Yape,5,"2657,12",ReViSaR
355,63,8,3,2026-04-16,2,"2,78", 573.46 ,0,Web,Tarjeta,3,1035.03,
356,5,3,4,2026-04-25,5,3.4 aprox,676.84,12,Presencial,EfEcTiVo,2,"1339,22",OK
357,76,2,3,2026-04-02, 5 ,5.47,722.17,0,app,Tarjeta,1,1603.06,
358,56,6,2,2026-05-12,6,7.8,918.69,8 aprox,app,Yape,2,2962.48,OK
359,51,2,4,2026-02-19,7,7.5,722.17,0,,Plin,1 aprox,2462.67,
360,58,7,3,2026-03-09,4,5.49,1011.39,15,Telefono,,3,2149.98 aprox,Promocion
361,19,9,4,2026-06-19,1,9.62,664.25,0,Presencial,Plin,3,3323.53,Promocion
362,80,3,3, 2026-05-01 ,6,3.98,676.84,0,Web,Tarjeta,3,1682.36,Promocion
363,65,8,3,2026-02-13,7,7.77,573.46,12,App,Yape,3,2668.35,Revisar
364,47,9,2,2026-04-25,3,8.26,664.25,12,Telefono,Yape,5,S/ 2764.9,Revisar
365,85,8,1,,3 aprox,5.17,573.46,5,Telefono,Efectivo,1,1622.41,
366,30,5,5,2026-06-13,6,1.74 aprox,1301.39,12,WhatsApp,Plin,5,1132.98,OK
367,76,9,2,2026-02-15,6,5.27,"664,25",8,WhatsApp,Transferencia, 1 ,1822.17,
368,24,4,1,2026-05-12,6,11.96,1637.63,10,WhatsApp,,5,3977.14,OK
369,84,6,7,2026-05-11,1,11.17, 918.69 ,8,App,TrAnSfErEnCiA,4,3707.65,
370,67,6,2,2026-06-27, 6 ,10.1,918.69,10,WhatsApp,Tarjeta,5,3321.67,Promocion
371,78,9,7,2026-05-01,3,7.79,S/ 664.25,0,Presencial,Yape,1,2352.69,OK
372,4,8,4,2026/01/07,4,1.79,573.46 aprox,12,Web,yape,,826.86,Revisar
373,57,5,1,2026-02-12,3 aprox,5.43,1301.39,0,Web,Tarjeta,2,1874.92,Promocion
374,29,9,7,2026-06-25,6, 8.88 , 664.25 ,0,Web,Tarjeta,1,2897.97,
375,3,4,4,2026-03-28,6,4.99,1637.63,0,App,EFECTIVO,3,1893.33,Revisar
376,70,7,3,2026-06-02,8,"8,51",1011.39,12,  Web ,Tarjeta,5,3028.73,OK
377,65,4,4,2026-01-05,5,8.8,1637.63,0,Presencial,Tarjeta,3,2932.19,Promocion
378,79,8,6,2026-02-04,4,5.76,"573,46",0,App,Yape,5,1848.18,Revisar
379,77,8,2,2026-02-28,4,8.79,573.46,0,Presencial,Transferencia,1,3351.25,OK
380,82,4,1,2026-02-23,3,1.57,1637.63,8,WhAtSaPp,Yape,5,799.76,
381,1,7,4,2026-02-21,2,4.12,1011.39,,Telefono,Yape,4,1555.48,
382,38,8,6,2026-05-21,5,6.38,573.46,15,Web,Plin,2,2529.62,Revisar
383,63,2,3,2026/04/04, 4 ,5.57,722.17,0,WhatsApp,Tarjeta,3,1921.95,Promocion
384,65,3,1,2026-03-24,1,10.13,676.84,5,Presencial,Efectivo,2,3459.75,Promocion
385,27,7,2,2026/01/16,8,6.42,1011.39,15,Presencial,Tarjeta,1,2569.12,OK
386,32,8,7,2026-06-01,4, 11.03 ,573.46, 8 ,WhAtSaPp,Transferencia,2,3628.8 aprox,
387,72,8,2,2026-05-27,3,4.74,573.46,0,Telefono,Yape,2,1704.34,Promocion
388,81,9,4,2026-03-18,1,,664.25,15,APP,Efectivo,5,1771.15,
389,63,3,2,2026-02-11,3,0.51,676.84 aprox, 0 ,  Presencial ,Tarjeta, 3 ,351.04,Cliente frecuente
390,50,7,3,2026-04-25,1,7.39,1011.39,8,telefono,transferencia,2,2575.55,Revisar
391,1,4,4,2026-03-24,3,9.03,1637.63,15,  Telefono ,Plin,2,3420.6,Promocion
392,57,9,4,2026-03-03,3,0.52,,15,App,Yape,3,98.35,Promocion
393,76,1,5,2026-02-04,8,"0,82",904.42,20,Telefono,Transferencia,3,484.99,Promocion
394,80,5,2,2026-01-19, 2 ,4.86,1301.39,20,TeLeFoNo,Tarjeta,,1667.77,Promocion
395,41,1,5,2026-02-08,5,3.92,904.42,0,Web,Transferencia,1,S/ 1387.67,
396,16,5,2,2026-06-08,4,4.28,1301.39,12,WhatsApp,Efectivo,1,1330.75,Cliente frecuente
397,79,3,7,2026-04-18,3, 6.54 ,676.84,15,Telefono,Yape,,2104.79,Cliente frecuente
398,77,9,1,13/04/2026,8,10.61,664.25,15,WhatsApp,TaRjEtA,1,3284.26,
399,71,3,5,2026-02-16,8,9.09,676.84,0,Presencial,Tarjeta,3,3036.42,
400,56,9,4,03-05-2026,2,,664.25,10,App,Transferencia,2,1617.19 aprox,Cliente frecuente
401,48,1,7,2026-03-07,8,4.78,904.42,8,WhatsApp,Transferencia,5,1933.3,Promocion
402,27,7,1,2026-01-22,6,10.55,1011.39,0,Telefono,Yape,4,3590.32,Promocion
403,85,2,3,2026-03-03,2,7.88,722.17,20,Web,Tarjeta,1,2813.6,Revisar
404,15,6,7,2026-01-01,3,10.53,918.69,0,Web,Plin,5,3305.83,Cliente frecuente
405,81,9,7, 2026-03-27 ,3,7.91,,0,  WhatsApp ,Transferencia,1,2777.05,
406,46,4,7,2026-06-07,2,2.61,1637.63,10,App,Plin,2,868.8,Promocion
407,56,6,5,2026-03-04,4,4.47,918.69,15,Presencial,Efectivo,3,1603.6,
408,60,4,4,2026-02-26,6,1.55,1637.63,8,  App ,Transferencia,1,766.06,Cliente frecuente
409,66,2,6, 2026-06-16 ,1,10.58,722.17,,Telefono,Transferencia,1,3656.79,Revisar
410,36,8,1,2026-03-17,1,1.74,573.46,15,  Web ,Efectivo,3, 535.3 ,Promocion
411,58,5,4,2026-02-18,8,4.59,1301.39,0,Presencial,Yape,4,1668.99,Promocion
412,9,6,1,2026/02/15,1,5.49,,10,WhatsApp,Efectivo,2,2204.44,OK
413,85,5,3,,6,10.69,1301.39,20,TeLeFoNo,Tarjeta,4,3451.34,Promocion
414,58,8,7,2026-01-04,1,,573.46,10,WhatsApp,,5,2191.65,Revisar
415,16,8,6,01-03-2026,5,8.46,573.46,15,Web,Plin,4,3192.65,Promocion
416,58,5,5,2026-03-24,4,,1301.39,20,Presencial,plin,3,2533.13,Promocion
417,19,9,2,2026-04-19,2 aprox,10.99,664.25,0,,Transferencia,3,3609.71 aprox,Cliente frecuente
418,60,5,2,2026-04-15,1,11.69,1301.39,20,App,EFECTIVO,2,3730.81,
419,75,5,6,,4,3.37,1301.39,12,App,plin,2,1125.77,
420,62,5,6,2026-05-13,2,7.19,1301.39,0,WhatsApp,Efectivo,1,2518.31,Revisar
421,78,9,4,2026-05-13, 2 ,6.1,664.25,5,TeLeFoNo,TRANSFERENCIA,3,2068.15,Revisar
422,57,7,1,2026-04-24,1,0.99,1011.39,12,Telefono,Plin,1,,Revisar
423,66,8,2,2026-03-24,5,3.25,,12,App,Tarjeta,5,,OK
424,52,7,6,2026-04-14,3,4.72,1011.39,12,Web,Yape,3,1791.88 aprox,OK
425,66,9,5,2026-03-27,1,6.58,664.25, 0 ,Telefono,Tarjeta,4,1815.76,ClIeNtE FrEcUeNtE
426,42,2,1,2026-06-18,4,7.05,722.17,12,Presencial,Efectivo,2,,OK
427,20,4,1,2026-02-28,8 aprox,8.83,1637.63,0,  Web ,Tarjeta,4,2726.88,OK
428,63,8,3,2026-04-16,2,"2,78", 573.46 ,0,Web,Tarjeta,3,1035.03,
429,23,3,3,2026-02-10,1,6.21,676.84,12,WeB,Plin,2,2108.37,Cliente frecuente
430,12,3,2,2026-03-11,7,1.67,676.84,12,App,Tarjeta,2,811.02,Cliente frecuente
431,47,1,2,2026-03-18,5,6.32,,15,presencial,Yape,2 aprox,2212.34,
432,65,6,2,2026-03-23,7,11.2,918.69,5,App,  Efectivo ,2,3892.75,
433,37,6,5,2026-01-21,7,1.5,918.69,5,App,Yape,1,628.74,Promocion
434,1,2,6,2026-03-06,,9.02,722.17,12,App,,5,2937.07,
435,5,9,5,2026-06-13,,5.55,664.25,0,WhatsApp,Plin,5,2336.21,Promocion
436,31,8,4,20/02/2026,4,6.68,573.46 aprox,0,App,Tarjeta,3,2229.62,Promocion
437,25,5,1,2026-05-17,1,8.15,,0,APP,Tarjeta,4,2619.2,Ok
438,68,1,5,2026-02-15,1,5.84,904.42,15,Telefono,Tarjeta,2,1858.81,
439,66,1,6,2026/01/22,4,7.28,904.42,0,Telefono,Yape,1,2715.05,OK
440,72,3,4,2026-06-26,1, 6.75 ,676.84,5,telefono,Transferencia,1,2168.32,Cliente frecuente
441,26,8,3,21-03-2026,7,9.65,573.46,0,App,TrAnSfErEnCiA,3,3220.95,
442,77,9,2,2026-04-06,1,6.79,664.25,12,TeLeFoNo,  Efectivo ,4,2285.41,OK
443,57,8,2,2026-02-20,1,10.07,573.46,0,WhatsApp,YAPE,5,3741.9,OK
444,7,2,6,2026-05-10,6,2.9 aprox,722.17,8,Presencial,Plin,2, 1259.1 ,
445,50,7,5,2026-02-22,5,4.97,1011.39,15,Presencial,Transferencia,4,1949.04,Cliente  frecuente
446,68,2,3,2026-02-11,6,6.66,722.17,15,Web,Plin,5,2034.67,Cliente frecuente
447,68,7,7,2026/04/14,1,2.0,1011.39,5,WhatsApp,Tarjeta,2,723.82,ReViSaR
448,13,1,7,2026-03-09,6,8.24,904.42,15,WhatsApp,Efectivo,5,2597.11,
449,83,2,5,2026-02-02,8,2.89,722.17,0,Web,Transferencia,2, 1329.97 ,
450,56,5,2,15-03-2026,4, 0.6 ,S/ 1301.39,0,Presencial,Plin,5,430.52,OK
451,80,1,5,2026-06-18,5,2.98,904.42,15,Presencial,PLIN,2,841.36,Revisar
452,4,8,6,2026-06-24,7,4.56,573.46,8,Telefono,Transferencia,3,1562.76,Cliente frecuente
453,25,6,1,2026-06-05,7,"4,74",918.69,10,Presencial,Tarjeta,3,1893.43,Revisar
454,63,6,6,2026-03-15,2,8.05,918.69,0,WEB,Tarjeta,2,2765.95,Cliente frecuente
455,76,3,1,2026-04-01,1,7.55,676.84,10,whatsapp,tarjeta,2,2255.48,ClIeNtE FrEcUeNtE
456,56,5,4,2026-06-07,1,,1301.39,10,Telefono,Efectivo,3,3013.88,Revisar
457,35,3,6,2026/02/26,8,1.15,676.84, 20 ,  App ,yape,1,647.63,
458,49,2,7,2026/03/18,,8.61,722.17,0,Telefono,,1,2867.88,
459,25,6,2,2026-04-16,4,"10,13",918.69,15,Presencial,  Tarjeta ,3,3635.06,
460,23,3,7,2026-02-19,1, 1.45 ,676.84,15,Web,Yape,1,602.8,Promocion
461,37,3,1,2026-03-03,4,2.3,676.84,5,Telefono,Plin,5 aprox,953.54,promocion
462,76,5,3,2026-01-21,5,8.41,"1301,39",5,Telefono,Tarjeta,2,2959.66,
463,20,3,3,2026-01-25,1,11.95,676.84,0,App,TARJETA,2,4289.5,Cliente frecuente
464,40,7,3,2026-03-19,2,"10,56",1011.39,10,Telefono,, 3 ,3603.22,Cliente frecuente
465,70,3,3,2026-06-02,1,3.58,676.84,8,Web,Tarjeta,4,1512.9,Cliente frecuente
466,41,1,6,2026-01-19,3,9.08 aprox,904.42,12,Web,Yape,1,3277.98,Cliente frecuente
467,4,1,7,2026-04-22,8,3.68,904.42,15,WhatsApp,Yape,1,1678.93,
468,79,5,1,2026-05-08,4,2.04,1301.39,8,Presencial,Efectivo,5,749.56,OK
469,67,8,7,2026-06-13,5,4.56,573.46,,WHATSAPP,Plin,5 aprox,1594.3,Promocion
470,76,8,5,2026/04/21,8,11.52,S/ 573.46, 0 ,App,Yape,2,3977.13,CLIENTE FRECUENTE
471,51,3,5,2026-03-17,8,5.48,"676,84",0,Telefono,Plin,4,1872.16,
472,64,1,4,2026-04-27,2,2.21,904.42,0,Web,Tarjeta,3,768.84,Promocion
473,39,2,3,24/01/2026,7,"9,48",722.17,0,Telefono,Tarjeta,3,2853.48,
474,21,7,5,2026-04-28,6,4.41,1011.39,,App,Tarjeta,3,1709.5,Revisar
475,32,1,7,2026-02-28,3,8.45,904.42,10,Presencial,Yape,4,3129.3,Revisar
476,68,6,7,2026-06-19,2,0.9,918.69,15,Telefono,Transferencia,3, 499.13 ,
477,13,7,5,2026-04-17,6,6.23,S/ 1011.39,10,Telefono,Plin,5,2341.43,
478,85,7,5,2026-05-02,1,9.11,1011.39,20,WhatsApp,Efectivo,1,2925.71,
479,72,9,7,2026-01-11,8,5.76,664.25,20 aprox,,Tarjeta,1,2039.58,  Cliente frecuente 
480,60,6,2,2026-06-08,1,10.93,918.69,8,Presencial,Yape,4,3703.99,Promocion
481,34,8,3,,1,4.88,,15,Telefono,Transferencia,1,1528.39,Promocion
482,23,7,4,2026-02-14,4,8.97,1011.39,0,Web,Efectivo,2,3133.16,Revisar
483,67,1,2,2026-04-01,7,8.78,904.42,10,Presencial,Plin,2,3146.44 aprox,Cliente frecuente
484,57,6,7,2026-01-19,4,5.81,918.69,8,App,Efectivo,4,2011.1,  Promocion 
485,67,5,2,2026-06-04,8,7.62,1301.39,10,Presencial,Plin,4,2489.0,Cliente frecuente
486,10,1,2,2026/06/03, 6 ,3.79,904.42,8,WhatsApp,,4,1401.14 aprox,Promocion
487,43,2,6, 2026-03-25 ,1,4.47,722.17,0,Telefono,Plin,4,1632.16,Revisar
488,82,1,3,2026-03-06,1,8.63,904.42,0,Web,Tarjeta,2,2972.3,
489,83,7,5,2026-06-04,4,10.71,1011.39,5,WhatsApp,Efectivo,4,3815.31,Cliente frecuente
490,83,1,5,,7,11.37,904.42,8,Presencial,Transferencia,1,3789.33,Revisar
491,57,5,5,2026/01/21,7,1.42,1301.39, 0 ,Presencial,Yape,3,734.53,
492,47,7,7,04-01-2026,4,1.11,1011.39,5,Telefono,Efectivo,1, 610.3 ,Revisar
493,38,4,2,2026-03-12,6,0.98,1637.63,20,,Efectivo,1,607.35,OK
494,12,6,6,2026-06-25,4,5.73,918.69,15 aprox,WhatsApp,Plin,1,2146.77,
495,59,5,5,2026-02-23,6,5.88,S/ 1301.39,0,WhatsApp,Yape,4,2120.34,Revisar
496,5,7,2,2026-05-01,8,7.3,1011.39,0,Web,Tarjeta,5,2772.51,
497,16,3,7,2026-01-26,5,"8,29",676.84,0,App,Efectivo,2,2794.49,ClIeNtE FrEcUeNtE
498,70,1,4,2026-03-13,2,4.28,904.42,15,Presencial,EFECTIVO,3,1702.7,Cliente frecuente
499,18,8,4,2026-01-07,8,3.04,"573,46",5,Web,Yape,2,1482.86,
500,37,9,5,2026-06-13,6,3.16,664.25,0,,Efectivo,4,1314.02,Cliente frecuente
