id_venta,id_cliente,id_producto,id_tienda,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion
232,46,8,4,2026-03-20,13,S/ 2.75,1.64,0,174,161,0,WhatsApp,Yape,83.54,71.62,OK
233,49,4,3,2026-03-17,14, 3.6 ,2.18,10,,181,0,Mostrador,Yape,119.84,91.86,
234,18,10,2,2026-05-04,56,9.16,5.93 aprox,5 aprox,197,141,0,  Mostrador ,Transferencia,467.3,338.6,
235,26,6,1,2026-02-13,7, 7.21 ,4.48,0,128,121,0,Telefono,EfEcTiVo,62.55,33.33,Revisar stock
236,45,12,5,2026-03-24,21,5.3,3.5,12,189,168,0,Mostrador,TRANSFERENCIA,138.39,118.84,Cliente frecuente
237,27,1,4,2026-03-24,70,26.79,19.13,5,208,138,0,Telefono,Tarjeta,567.57,-70.9,Cliente frecuente
238,23,4,2,2026-03-28,69,"3,62",2.17,12,201,132 aprox,0,Mostrador,transferencia,460.19,443.03,
239,70,8,2,2026-06-10,40,2.91,"1,72",8,78,38,0,WhatsApp,TaRjEtA,218.86,180.62,
240,55,7,6,2026-02-05,74,,9.69,8,275,196,5,Delivery local,Plin,433.16,73.81,Revisar stock
241,88,5,6,,68,5.13,3.22,10,254,186,0 aprox,Telefono,Efectivo,392.44,307.56,
242,74,12,2,2026-01-17,12,5.15,3.31,5,38,24,2,WhatsApp,  Yape ,111.06,72.55,Revisar stock
243,54,5,4,2026-06-01,59,5.09,3.12 aprox,12,127,63,5,WhatsApp,Plin,356.94, 284.34 ,Revisar stock
244,69,3,1,2026-05-25,37,13.63,8.09,5,86,49,0,DeLiVeRy lOcAl,Yape,267.36,133.06,
245,82,5,2,2026-01-27,34, 5.41 ,3.2,0,69,35,0,Delivery local,,259.97,202.17,Cliente frecuente
246,42,10,6,2026-02-28,24,9.46,,8,102,78,0,Delivery local,yape,187.34,136.53,Cliente frecuente
247,72,11,3,2026-05-18,54,7.38,4.92,0 aprox,,149,0,WhatsApp,Yape,421.27,287.34,Promocion
248,42,5,5,2026-04-11,6,4.99,3.1,0,92,86,0,Mostrador,,29.75,31.38,Revisar stock
249,28,3,4,2026-06-28,56,13.14,8.23,0,82,26,0,TeLeFoNo,Tarjeta,S/ 491.72,261.43,Revisar stock
250,38,8,2,2026-06-18,32,2.92 aprox,"1,71",12,181,,3,Telefono,Tarjeta,217.97,193.94,Revisar stock
251,76,11,5,2026-05-05,66,7.72,4.69,5,284,217,1,Telefono,Efectivo,553.03,417.11,
252,43,7,6,2026-02-23,61,15.77,9.58,5,138,76,1,Telefono,Tarjeta,418.9,137.68,Revisar stock
253,68,9,3, 2026-04-21 ,68,10.26,6.61,3,157, 89 ,0,Mostrador,Plin,526.77,,
254,34,11,7, 2026-02-22 ,8,7.63,4.78,0,162,153,,Mostrador,Efectivo,70.92,44.58,
255,34,3,2,2026-02-25,44,13.65,8.24 aprox,0 aprox,159,115,0,WhatsApp,Yape,444.91,245.85,
256,60,11,1,24-06-2026,46,7.62,4.65,10 aprox,250,202,2,WhatsApp,Efectivo,249.77,172.2,Cliente frecuente
257,75,8,4,2026-05-01,16, 2.81 ,S/ 1.65,0 aprox,246,230,0,Mostrador,Tarjeta,113.36,79.41,
258,58,7,6,2026-02-14,30,15.93,9.45,0,154,124,0,Telefono,Yape,219.1,72.27,
259,12,9,7,2026-02-22,,9.41,6.84 aprox,10,200,130,1,Telefono,Tarjeta,428.14,231.47,Promocion
260,53,2,1, 2026-02-28 ,28,5.15,3.5,5 aprox,172,143, 1 ,Mostrador,Efectivo,174.3,"118,42",ReViSaR StOcK
261,25,1,1,2026-02-15,54,26.7,19.83,8,107,50,3,WhatsApp,TARJETA,387.83,-185.45,
262,4,1,6,,49,,18.59,3,195,145 aprox,1,Telefono,Efectivo,419.84,-25.46,Promocion
263,71,3,1,2026-03-23,56,13.72,7.86,0,103,47,0,WhatsApp,Tarjeta,511.52,280.07,Cliente frecuente
264,66,6,6,2026-01-27,12,7.09,4.57,0,243,231,0,Telefono,Efectivo,82.83,55.66,
265,82,4,2,2026-06-16,48,3.6,2.3,12,168,120,0,Telefono,Tarjeta,220.53,220.04,
266,30,5,4,2026-06-17,42,5.2,3.15,3,230,188,0,mostrador,Yape,232.67,,OK
267,77,7,6,2026-02-22,15,15.56,10.0,0,110 aprox,95,0,Telefono,Tarjeta,97.93,18.83,OK
268,52,7,2,2026-06-16,63, 16.0 ,9.99,8,283,220,0,Mostrador,Transferencia,509.53 aprox,255.15,Revisar stock
269,2,9,7,,65,9.68,6.73,12,157,,0,WhatsApp,Efectivo,492.07,330.91,OK
270,41,3,4,2026-02-28,18,13.22,7.85,15, 147 ,129,0,DeLiVeRy lOcAl,Transferencia,129.82,59.55,Cliente frecuente
271,36,9,5,2026-03-13,17,10.22,6.89,10,218, 199 ,2,,Efectivo,114.16 aprox,45.2,OK
272,21,7,6,2026-01-13,72,15.94,10.03 aprox,10,173,100,1,WhatsApp,Yape,496.05,199.84,Revisar stock
273,67,1,3,2026-04-03,42, 26.45 ,19.16,5,172,130,0,Telefono,Transferencia,341.05 aprox,-57.53,promocion
274,45,8,5,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK
275,75,12,6,2026-01-15,9,5.11,3.38,10,172,163,0,WhatsApp,,S/ 50.92,43.4,Promocion
276,32,12,3,2026-03-21,60,S/ 5.21,3.29,8,296,236,0,Mostrador,Yape,412.57,336.61,revisar stock
277,81,6,5,2026-02-15,37,6.54,4.39,8,233,196,0,,Tarjeta,231.98,168.01 aprox,Revisar  stock
278,6,10,4,2026-02-09,54,9.87,5.7,10,116,59,3,Delivery local,,371.5,248.11,Cliente frecuente
279,37,1,4,,66,27.0,19.3,5,161,94,1 aprox,Mostrador,efectivo,486.34,-125.65,
280,26,11,1, 2026-01-12 ,22, 7.38 ,4.92,12,54,32,0,Telefono,Efectivo,176.4,131.27,OK
281,70,3,5,23/05/2026,17,13.6,8.32,5,246,228,1,telefono,Efectivo,128.46,62.9,
282,36,2,2,2026-02-19,18,4.8 aprox,3.4,,57,39,0,DeLiVeRy lOcAl,Plin,118.24,91.22 aprox,Revisar stock
283,5,5,4,2026-06-11,11,5.09,3.28,5,252,240,1,WhatsApp,Transferencia,83.91,57.77,Cliente frecuente
284,43,2,2,2026-03-27,25,4.84,3.51,0,84,59,0,Mostrador,Yape,243.39,183.84,
285,72,10,5,2026-01-27,60,8.97,6.05, 0 ,256,195,1,Delivery local,Efectivo,455.81,266.74,Promocion
286,34,9,5,2026-01-08,55,S/ 9.46,6.55,12,108, 52 ,1,WhatsApp,YAPE,"367,59",223.74,OK
287,82,8,4,2026-04-24,59,2.7,1.69,0,97,38,0,Telefono,Tarjeta,S/ 402.52,369.79,OK
288,83,10,6,22/04/2026,46,S/ 8.96,5.61,8,67,21,0,Mostrador,Tarjeta,,163.95,
289,14,2,2,2026-01-27,29,5.07,3.33,0,96,67,0,Telefono,,776.27,,Revisar  stock
290,1,2,7,2026-03-05,74,5.13,3.31,15,303,228,1,Telefono,Plin,404.15,"344,31",Revisar stock
291,8,7,1,2026-01-26,32,14.68,10.09,0,98,65,1 aprox,Telefono,Efectivo,282.76,124.41,Revisar stock
292,51,6,4,2026-03-28,72,6.86,4.43,5,254,180,2,Telefono,Transferencia,381.03,251.92,Revisar  stock
293,20,5,7,19-06-2026,75,5.05,3.33,0,229,154,0,Delivery local,Efectivo,534.08,S/ 414.83,Promocion
294,29,7,5,2026-02-06,61,15.41,9.79,12,143,82,0,WhatsApp,Transferencia,380.97,127.98,Cliente frecuente
295,45,8,5,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK
296,24,8,6,2026-02-01,43,2.79,1.68,5,58,15,0,Telefono,Transferencia,278.54,242.91,
297,83,6,1,16-01-2026,73,7.14,4.46,3,176,103,0,Telefono,Yape,491.51,359.16,Revisar stock
298,1,8,6,2026-03-21,20,2.98,1.65,5,48,28,0,Telefono,Efectivo,100.46,99.87,Cliente frecuente
299,18,12,7,2026-02-24,40,5.54,3.35,0 aprox,188,147,1,Delivery local,Transferencia,361.32,S/ 286.14,OK
300,56,2,7,2026-02-09,63,5.16,3.38,12,225,162,0,WhatsApp,Yape,418.18,377.02,
301,30,9,3,05-03-2026,72,9.52,"6,73",0,236,164,0,WhatsApp,Efectivo,610.44,361.46,OK
302,61,12,4,2026-02-21,73,5.04,,15,231,158,0,  Mostrador ,Tarjeta,344.84,286.71,Promocion
303,40,2,3,2026-01-07,18,5.16,3.38,8,72,54,0,Mostrador,Plin,171.08,126.62,
304,6,10,2,2026-06-24,29,9.66,5.69,15,146,117,0,Delivery local,Transferencia,174.13,120.93,
305,52,11,2,2026-05-11,55,7.61,4.79,10,272,217,0,Telefono,Tarjeta, 422.97 ,339.98,Promocion
306,43,12,2,2026-03-22,28,5.25,3.33,3,192,163,1,Delivery local,Transferencia,474.92,202.88,Promocion
307,32,4,1,2026-01-10,4,3.61,2.28,5,132,125,3,Mostrador,Transferencia,43.15, 22.37 ,Revisar stock
308,82,3,4,2026-01-22,45,13.7,8.28,8,130,85,0,Telefono,Efectivo,296.27,125.71,
309,16,12,1,2026-02-13,53,5.52,3.49,3,124, 71 ,0,Mostrador,Transferencia,475.2,412.54,
310,66,3,7,2026-03-26, 41 ,S/ 12.88,8.39,0,195,151,3,Delivery local,Tarjeta,304.43,103.02,OK
311,83,2,3,2026-01-23,67,4.77,3.32,15,212,145,,Telefono,Efectivo,358.4,293.79,Revisar stock
312,77,9,5,2026/04/04,225 aprox,9.96,6.74, 3 ,296,71,0,Telefono,Plin,1662.37,1000.52,Promocion
313,6,1,7,2026-04-28,23,28.65, 19.25 ,10,65,40,2,Delivery local,  Tarjeta ,637.69,-156.11,OK
314,81,6,2,2026-06-12,23,"6,71",4.55,0,,220,,WhatsApp,Transferencia,187.37,105.32,Promocion
315,11,8,7,2026-04-26,7,,1.71,,190,183,0,Delivery local,Yape,49.69,45.88,
316,18,7,3,2026-04-07,13,14.57,9.63,0,193,180,0,TeLeFoNo,Tarjeta,114.97,50.23,
317,89,3,7,2026-03-18,68,12.52,7.83,0,81,, 3 ,delivery local,Tarjeta,655.47,364.69,Cliente frecuente
318,34,9,1,2026-06-05,54,10.11,6.7,3,223,169,0,Delivery local,Transferencia,417.01,244.75,Revisar stock
319,5,6,7,2026-05-17,63,6.78,4.5,0,157,93,1,Telefono,Yape,446.16,"289,16",
320,73,6,1,2026/01/13,70,6.92,4.38,5 aprox,244,,0,Mostrador,Tarjeta,576.78,449.45,OK
321,22,2,1,2026/03/04,72,4.8,3.36,15,83,11 aprox,0,Delivery local,  Efectivo , 309.65 ,233.43,
322,46,10,5,06/05/2026,54,9.36 aprox,5.66,3,69,15,0,Delivery local,Tarjeta,458.05,318.72,Promocion
323,89,2,3,2026-04-12,61,4.79,3.41,,247,181,5,Delivery local,Yape,528.7,444.49,
324,42,2,6,2026-02-25,42 aprox,5.02,3.39,10,280,237,1,Delivery local,Transferencia,382.22,331.35,Revisar stock
325,4,11,7,2026-02-12,60,S/ 7.19,4.6,8,217,157,0,WhatsApp,Tarjeta,449.14,356.19,Promocion
326,27,7,4,2026-03-01,70,15.94,9.84,0,156,85 aprox,1,WhatsApp,Plin,360.36,5.24,OK
327,89,8,4,2026-06-07,55,3.01,1.63,0,251,194,2,Telefono,Transferencia,368.48,306.37,Cliente  frecuente
328,57,7,4,2026-02-15, 5 ,14.63,9.61,15,123,118,0,Mostrador,Efectivo,57.95,9.9,Promocion
329,34,4,5,2026-05-21,31,3.57, 2.22 ,0,138,104,3,WhatsApp,Plin,313.09,243.03,Cliente frecuente
330,44,7,7,,8,15.6,9.52,5,209,201, 0 ,WhatsApp,Transferencia,67.7,20.0,Revisar stock
331,34,5,3,2026-02-08,, 5.15 ,3.34,3,185,124,0,TeLeFoNo,Tarjeta,473.41,384.39,Promocion
332,68,12,3,2026-06-22,30,5.35,3.47,12,84,54,0,Telefono,Yape,209.18 aprox,167.03,
333,19,10,1,2026-04-16,36,8.99,5.79,8,222,,1,Telefono,Yape,207.67,105.2,OK
334,61,8,2,2026-02-17,71,3.0,1.69,15,109,38,0 aprox,Mostrador,TrAnSfErEnCiA,370.78,384.05,
335,47,3,7,2026-01-15,50,12.8,8.35,5,290,240,0,WhatsApp,yape,309.02,116.98,Revisar stock
336,59,1,6,2026-04-01,42,26.31,19.72,5,76,34 aprox,0,whatsapp,Plin,316.46,-84.69,ClIeNtE FrEcUeNtE
337,44,3,1,2026-05-07,7,12.96,8.33,15,124,117,0,Delivery local,transferencia, 65.25 ,25.5,ok
338,26,10,6,2026-01-25,32,9.37,5.97,15,122,90,0,telefono,plin,262.88,"205,14",Revisar stock
339,90,8,4,2026-04-13,9,2.88,1.63,3,239,229,1,Telefono,Transferencia,58.95,63.28,Cliente frecuente
340,17,8,3,18/03/2026,66,2.98,S/ 1.64,,189, 123 ,0,Mostrador,Plin,489.58,438.3,
341,20,6,6,2026-02-21,34,6.73,4.39,0,258,224, 0 ,Mostrador,  Tarjeta ,236.71,159.1,Revisar stock
342,41,1,5,2026-06-12,16,"29,1",18.97,3,219 aprox,203,0,WhatsApp,Plin,136.02,-38.21,Revisar stock
343,84,6,5,2026-02-14,70,6.94,4.49,15,202,132,0,WhatsApp,Transferencia,421.46,357.05,Cliente frecuente
344,82,9,1,2026-01-03,52,9.52,6.43,0,266,214,0,Delivery local,Yape,389.92,210.5,Revisar stock
345,10,9,1,2026-06-08,19,S/ 9.54,6.92,5,61,40,2,WhatsApp,Plin,,S/ 90.73,OK
346,11,12,1,2026-01-22,29,4.98,3.35,0,52,23,0,WHATSAPP,EFECTIVO,183.34,144.96,
347,19,7,7,2026-06-06,74,15.18,10.01,5,101,27 aprox,0,Telefono,Transferencia,463.58,135.12,Cliente frecuente
348,50,3,6,2026-06-17,,12.32,8.03,0,203,193,2,Delivery local,Transferencia,102.42,"29,55",
349,30,9,7,2026-01-04,71, 10.32 ,"6,68",8,160,89,0,Mostrador,Efectivo,507.34,303.17,OK
350,85,12,6,2026-03-23,67,"5,29",3.4,12,246,178,1,Mostrador,Yape,462.39,381.46,Revisar stock
351,34,9,4,2026-02-15,44,S/ 10.38,6.8 aprox,15,95,49,2,WhatsApp,Plin,253.77,127.81,Cliente frecuente
352,81,7,4,2026-04-15,20,15.1,9.88,0,219,194,5,WhatsApp,Efectivo,190.05,25.11,Cliente frecuente
353,79,12,4,2026-01-03,31,5.08,3.39,0,96,65,0,Telefono,Plin,166.89,106.73,Cliente frecuente
354,85,4,2,2026-01-10,37,3.8,2.34,0,137,98,2,Mostrador,Plin, 311.76 ,250.25,OK
355,25,7,5,,39,14.63,9.54,5,163,,0,Telefono,,218.51,,OK
356,33,3,3,2026-06-09,20,13.62,7.89,0,64,44, 0 ,Delivery local,TaRjEtA,165.54,67.4,OK
357,3,11,5,2026-06-12,19,7.54,"4,61",0 aprox,76,57,0,Delivery  local,Plin,132.72,,Revisar stock
358,64,8,1,2026-06-14,74,2.7,1.63,8,231, 157 ,0,telefono,Plin,450.28,413.41,
359,9,1,3,2026-01-18,19,27.46,"19,69",3,169,145,5,Mostrador,Efectivo,S/ 162.16,-140.13,Promocion
360,56,11,5,2026-05-18,17,7.96,4.62,15,105,88,0 aprox,Mostrador,TaRjEtA,152.68,131.26,Cliente frecuente
361,41,3,3,2026-03-07,70,12.5,7.99,0 aprox,114,43, 1 ,Telefono,Transferencia,590.44 aprox,321.41 aprox,Cliente frecuente
362,2,4,7,2026-01-03,23,3.84, 2.21 ,8,90,67,0,WhatsApp,,164.99,141.25,Cliente frecuente
363,22,11,1,2026-03-07,12,7.21,4.81,10,207,195,0,Telefono,Tarjeta,87.23,54.11,Revisar stock
364,11,12,7,2026-02-27,4,5.05,3.48,15,192,188,0,Mostrador,Tarjeta,29.95, 17.65 ,   
365,41,6,5,2026-06-13,48,7.02, 4.48 ,3,77,28,1,Telefono,efectivo,335.57,233.98,Revisar stock
366,16,1,4,2026-01-16,19,27.26,19.33,3 aprox,236,214,3,Delivery local,Yape,163.53,-119.68,OK
367,79,2,7,2026-05-26,57, 4.99 ,3.47,10,183,126,0,Mostrador,Yape,,368.03,
368,16,4,3,2026-01-03,50,3.56,2.32,0,273,223,0,Delivery local,Yape,347.31,254.28,Cliente frecuente
369,36,10,2,2026-01-21,23,9.11,S/ 5.85,10,147,123, 1 ,Mostrador,Plin,152.14,79.37,Cliente  frecuente
370,65,4,2,2026-03-13, 26 ,3.72,2.17,5,91,65,0,Mostrador,Tarjeta,198.07,"150,64",OK
371,27,2,3,2026-06-04,63,4.61,3.29 aprox,12,221,158,0,,TRANSFERENCIA,471.04,421.21,OK
372,71,3,3,2026-06-11,46,12.54,8.27,0,165,,0,  Delivery local ,EfEcTiVo,342.17,148.73,
373,67,10,7,2026-06-12,5,9.76,5.82,10,166,161,0,Telefono,Efectivo,61.95,29.32,Revisar  stock
374,58,5,6,2026-02-12,17,5.15,3.2,10,96,79,0,delivery local,Yape,89.43,,
375,18,8,6,2026-06-07,46,S/ 2.83,1.62, 10 ,75,29,0,Mostrador,TaRjEtA,252.83,"233,37",PROMOCION
376,39,4,5,2026-01-14,40,3.72, 2.2 ,8,50,10,0,Mostrador,Tarjeta,263.83, 243.3 ,
377,32,3,6,2026-05-20,36,13.38,8.18,0,167,131,0,Telefono,Efectivo,250.35,77.14,OK
378,84,5,3,02/06/2026,55,5.49,S/ 3.32,15,96,39,2,WhatsApp,Tarjeta,295.01,261.02,OK
379,89,8,1,2026-04-23,28,2.73,1.61, 3 ,68,40,0,Mostrador,TrAnSfErEnCiA,212.48,188.82,Cliente frecuente
380,3,8,1,2026/05/14,7,2.76,1.62,10,212,205 aprox, 0 ,Telefono,Tarjeta,52.26,39.35,Cliente frecuente
381,58,10,1,2026-06-24,36,8.96,5.72,0,189 aprox,153,0,MOSTRADOR,Transferencia,,142.8,Revisar stock
382,51,1,6,2026-03-21,49,28.94,18.55,12,108,59,0,Mostrador,Plin,427.37,18.0,
383,71,2,2,2026-03-23,64,4.79,3.29,3,84,20,0,WhatsApp,,434.99,340.8 aprox,OK
384,72,2,7,2026-06-20,6,4.88,3.45,12,99,93,0,Delivery local,Yape,21.8,42.47,Promocion
385,65,5,3,2026-05-16,,5.09,3.25,0,125,108,0,WHATSAPP,Yape,"148,6",113.87,
386,2,8,3,2026-01-07,54,2.99, 1.63 ,3,270,216,0,MoStRaDoR,Transferencia,447.1,410.47,Promocion
387,80,11,2,2026-03-25,105,7.93 aprox,4.76,0,277,172,0,Mostrador,,849.34,590.37,Cliente frecuente
388,20,4,6,2026-02-17,75,3.77,2.22,10,175,100,0,WhatsApp,Transferencia,543.64,521.43,Revisar stock
389,44,2,6,2026-03-08,10,5.17 aprox,3.48,0,94,84, 0 ,Telefono,Plin,99.06,74.81,
390,79,1,2,2026-01-06,20,28.94,19.7,3,112,92,0,WhatsApp,Efectivo,165.02,S/ -43.5,
391,40,11,4,2026-03-13,29,7.97,4.78,3,115,86,0,Delivery local,Efectivo,199.13,105.79,Promocion
392,2,4,4,2026-01-02,67,3.55,2.23,10,198,130 aprox,1,Telefono,Efectivo,519.48,506.11,Promocion
393,27,11,4,2026-04-24,57,7.83,4.84,0,226,169,0,whatsapp,Plin,457.21,315.59,Promocion
394,31,12,4,2026-04-11,29,,3.43,8,122,93,0,Mostrador,Tarjeta,183.98,116.95,
395,45,5,2,2026-06-11, 57 ,5.49,3.22,10,231,169, 5 ,Delivery local,Tarjeta,446.06,393.0,
396,27,4,6,26/05/2026,38,3.77,2.26,15,274,236 aprox,0,Delivery local,Yape,279.07,269.46,
397,30,8,3,2026-03-11,4,2.89,1.62,15,224,220,,Delivery local,Yape,13.63,27.23,OK
398,50,6,6,2026-01-12, 65 ,6.6,4.44,8,168,101,2,Delivery local,TARJETA,506.37,397.42,
399,79,7,7,2026-01-24,67,14.45,9.74,8,201,134,0,WhatsApp,Transferencia,497.1,216.15,Promocion
400,75,11,6,,75,7.43,4.7,5,194,119 aprox, 0 ,WhatsApp,Efectivo,603.22,454.12,Cliente frecuente
401,16,4,4,2026-02-08,72,3.65,2.17,0,280,206,2,Telefono,,527.02,460.36,Promocion
402,45,8,5,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK
403,77,3,3, 2026-02-10 ,58,12.31,8.22,0, 289 ,231 aprox,0,WhatsApp,Efectivo,371.34,137.55,
404,58,5,1,2026-02-18, 41 ,5.12,3.24,3,167,126,0,WhatsApp,Transferencia,262.82,203.44,OK
405,35,5,2,2026/05/20,8,5.34,3.21,15,146,138,0,WhatsApp,Efectivo,89.31 aprox,58.81 aprox,PrOmOcIoN
406,81,9,7,2026-03-21,60,10.41,6.94,8,173,113,0,Telefono,YAPE,437.89,272.25,Promocion
407,79,12,2,2026-05-17,12,5.47,3.54,0,36, 24 ,0,Mostrador,Transferencia,89.37,58.17,Promocion
408,29,10,7,2026-02-23,64,9.05,5.94,0,125,61,0,Telefono,Efectivo,530.23,337.64,Cliente frecuente
409,90,3,4,2026-03-21,,12.88,8.03,12,311,183,0,Telefono,Efectivo,922.74,564.72,Cliente frecuente
410,7,1,2,2026-04-22,39,28.28,18.9,15,169, 130 ,0,Telefono,Plin, 364.82 ,"41,86",OK
411,13,10,1,2026/03/09,68,9.52,6.02,5,192, 123 ,1,  Delivery local ,Plin,500.1 aprox,309.13,
412,15,6,5,2026-02-13,8,6.65,4.32,0,44,36,0,Delivery local,Tarjeta,56.47,35.2,OK
413,46,10,5,06/05/2026,54,9.36 aprox,5.66,3,69,15,0,Delivery local,Tarjeta,458.05,318.72,Promocion
414,34,8,2,2026-06-14,53,3.0,1.67,15,,223,0,WhatsApp,,309.41,321.14,Promocion
415,31,4,6,2026-04-20,7,3.91,2.26,12,217,210,0,Mostrador,Plin,54.95,42.1,PROMOCION
416,82,3,2,2026-02-28,43,12.29,S/ 7.9,3,113,70,0,WHATSAPP,Tarjeta,275.43,98.19,   
417,45,6,1,2026-04-03,46,6.75,4.36,15,66,18,2,Telefono,Plin,255.6,"192,82",Revisar stock
418,61,4,1,2026-01-12,73,3.57,2.3,10,,240,0,Delivery local,TrAnSfErEnCiA,S/ 456.69,414.73 aprox,Cliente frecuente
419,68,7,7,2026/06/13,55, 14.88 ,9.63, 0 ,180,125,0,mostrador,Transferencia,496.16,222.89,Cliente frecuente
420,5,7,2,,22,14.96,,0,123,101,0,  Delivery local ,Transferencia, 160.95 ,43.47,OK
421,56,6,4,2026-05-20, 46 ,S/ 6.5,4.51,0,212,166,0,Mostrador,,331.26,243.81,
422,9,3,4,2026-06-15,53,12.95,8.42,3,227,174,0,Mostrador,Efectivo,394.07,156.34,Cliente frecuente
423,49,8,3,2026-03-05,63,2.8 aprox,1.59,0,211,148,0,Telefono,YaPe,1710.48,1138.17,Cliente frecuente
424,42,11,1,2026-04-06,69,7.73,4.84,0,195,126,0,WhatsApp,Tarjeta, 458.57 ,296.3,
425,43,11,4,2026-04-02, 62 ,7.76,4.71,0,76,14, 0 ,Delivery local,Transferencia,420.92,273.82,Revisar stock
426,55,3,3,2026-02-01,62 aprox,13.56,8.05,5,201,139,0,,Tarjeta,364.0,134.71,Cliente frecuente
427,79,6,4,2026-04-03,54,7.14,4.51,8,126,72,0,  Mostrador ,Plin,347.49,246.45,Ok
428,21,11,2,2026-02-05,23,,4.78 aprox,8,122,99,,WhatsApp,Tarjeta,184.98,,OK
429,77,11,4,2026-06-03,60,7.88,4.76,15,300,240,0,Telefono,Tarjeta,338.77,267.3,Revisar stock
430,64,3,3,2026-04-05,31,13.1,8.38,0,92,59,2,Delivery local,Efectivo,224.63,88.79,Promocion
431,7,1,4,2026-03-24,4,28.17,19.64,10,247,243,0,Telefono,Efectivo,96.81,-4.29,OK
432,24,4,5,2026-04-01,49,3.68,2.17,12,144,95,0,WhatsApp,Plin,333.64,318.98,Cliente frecuente
433,59,1,2,2026-02-03,55,27.46,18.85,8,79,24,0,Delivery local,Tarjeta,400.65,-86.42,Cliente frecuente
434,87,12,7,2026-04-28,29,5.23,3.38,5,265,236,0,Delivery  local,  Plin ,208.39,170.66,Revisar stock
435,80,11,3,2026-03-04,58,7.91,4.64,5,265,207,0,Mostrador,Yape,368.79 aprox,246.9,OK
436,78,8,7,2026-04-09,9,2.9,1.61,5,232,223,0 aprox,Mostrador,Efectivo, 57.71 ,51.59 aprox,
437,43,5,1,2026-03-18,20,5.28, 3.13 ,3,236,213,3,Mostrador,Transferencia,155.28,,OK
438,82,5,2,22/06/2026,74 aprox,5.47,3.14,0,142,68,0,Delivery local,Efectivo,,464.42,Promocion
439,57,1,1,2026-03-07,23,27.57,,0,164,140,1,Mostrador,Transferencia,189.76,-67.9,Cliente frecuente
440,84,3,1,19-05-2026,55, 12.56 ,8.32,15, 151 ,96, 0 ,Delivery local,PlIn,435.54,288.58,
441,49,12,6,2026-01-25,65,5.46,3.47,12, 121 ,53,3,Telefono,Plin,438.09,379.52,PrOmOcIoN
442,23,4,4,2026-06-06,23,3.83,2.23,12,173,150,0,Telefono,Transferencia,182.99,146.46,
443,44,9,4,2026-01-21,23,9.43,6.75, 12 ,185,162,0 aprox,Mostrador,plin,156.94,67.69,Revisar stock
444,86,6,5,2026-02-18,74,7.1,4.5,5,295,221,0,Telefono,Transferencia,"556,41",420.91,
445,30,7,6,2026-01-08,70,15.52,"10,14",0,124 aprox,49,5,WhatsApp,Transferencia,,81.09,promocion
446,5,3,6,2026-02-12,46,12.6,7.99,0,90,44,0,Mostrador,Efectivo,"351,82",149.72,OK
447,58,12,3,2026-06-11,11,4.98 aprox,3.33,3,191,180 aprox,0,  Telefono ,Efectivo,75.15,52.48,OK
448,65,7,3,2026-05-28,42,15.34,10.03,8,243,201,0,Mostrador,Transferencia,295.56,108.28,Promocion
449,42,8,7,2026-02-24, 51 ,2.83,1.64,0,139 aprox,88,0,WhatsApp,,331.74,297.55,REVISAR STOCK
450,64,6,4,2026-02-22,11,6.95,4.3,10,247,236,0,Delivery local,Transferencia,87.85,61.24,
451,46,5,5,2026-03-17,14,S/ 5.22,3.28,10,172,158,0,,Efectivo,115.73,91.38,  Cliente frecuente 
452,77,10,6,2026-05-19,26,9.94,5.92,8,250,223,1,Telefono,Transferencia,185.43,110.72 aprox,
453,10,8,7,2026-03-13,4,2.98,1.59,10,184,179,1,Mostrador,Transferencia,28.43,28.33 aprox,Promocion
454,9,9,4,2026-06-19,35,"9,61",6.8,0,224,189,0,Telefono,Plin,362.15,S/ 224.33,OK
455,27,3,5,02/05/2026,59,S/ 13.61,8.0,3,274,215,0,Telefono,Tarjeta,431.54,221.27 aprox,Revisar stock
456,37,9,7,2026-06-21,22,"9,78",6.45,3,140,117,1,Telefono,Transferencia,,111.34,Cliente frecuente
457,21,7,6,2026-01-13,72,15.94,10.03 aprox,10,173,100,1,WhatsApp,Yape,496.05,199.84,Revisar stock
458,84,9,6,2026-02-03,22, 9.85 ,6.43,3,39,14,3,Telefono,Yape,711.48,246.3,
459,7,12,7,2026/06/26,40,5.06,3.44,8,246,206,0,  WhatsApp ,Tarjeta, 231.29 ,189.75,
460,38,10,1,2026-04-09,55,9.34,5.74,0,113,58,0,WhatsApp,Yape,510.55,340.29,OK
461,19,9,4,2026-01-20,29,9.5,6.58,12,115,86,0,Mostrador,Efectivo, 204.53 ,107.42,OK
462,34,8,3,2026-05-10,71,2.85,1.64,0,219, 148 ,0,WhAtSaPp,Efectivo,631.82,"573,67",CLIENTE FRECUENTE
463,60,7,3,2026-02-23,31,15.76,9.75,0,42,8,3,Delivery local,Yape,275.84,77.52,OK
